_id,language,corpus_id,part_of_speech_id,lemma_id,word_text
e9e608fb-9798-4548-a723-2e7c88211da4,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2ca4acd7-d0f8-45d2-98ce-d270e86b6489,a287159d-cf5b-43c6-8020-7495396912f0,Elaphoglossum
589decd4-bc36-4043-b3d0-bb538e262a9d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,7cc1698c-7db5-473a-98b7-a9fc190bf49a,ef71d58f-1888-479f-974c-9e4a408635d0,prolongué
f30537a1-27f8-45f2-aa7c-a505de106958,es,e293ef3c-db3f-447f-b59d-e0975c327f95,d14f6932-2cee-4831-bb9a-134bdc86e573,d7f757bd-62dd-4c75-ae9e-5db98be010e1,suplementaban
335740c4-fa0c-4466-8749-baaa2b6a6ffd,es,e293ef3c-db3f-447f-b59d-e0975c327f95,976afdac-7234-4b6a-ade4-ea83d9368dfb,9ca9f781-6568-40f4-84c8-82f42bf14fd1,Notaciones
fd0770e1-d7eb-4331-bc95-fcdd8757dae2,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2ca4acd7-d0f8-45d2-98ce-d270e86b6489,9d3698b5-b1b7-4b2b-b8ed-9d608314dc2d,Dudelange
9663e2ea-d2d2-4458-92ac-d8829b4860ed,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ac633486-7a0b-428b-88ff-60bd41cbbee0,f4b98019-ff07-400b-885b-b8312140f26f,patagios
ed338646-39ad-4261-a73f-70d28a3af26c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2ca4acd7-d0f8-45d2-98ce-d270e86b6489,0db7d2b8-38e6-4cba-b15a-0ea17919856a,reals
09d5f4b9-c42a-40ea-99c9-ccd881d1fe18,es,e293ef3c-db3f-447f-b59d-e0975c327f95,49c3ef58-1f75-4d05-922d-031726ff9adc,455b04c3-da8f-4616-9d46-e4a295ce0228,eclipsará
063e4d18-31f0-4b06-9c63-f27b1066aca6,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f1bb22e7-ecd1-4a6c-94b4-8ec2bee83ef8,ad86cb26-bf41-4a2e-9fc5-8e7a824916b4,acostumbre
6e05c853-d5b4-4b70-b491-0128aa03b8a4,es,e293ef3c-db3f-447f-b59d-e0975c327f95,7aae137e-76eb-4957-b3a3-f616e7f10494,d5ec8d51-7312-40a3-856e-cd4a55da935c,representare
2af00326-df9a-4273-9e8a-72813f752d5c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2ca4acd7-d0f8-45d2-98ce-d270e86b6489,89740eea-2f24-4d6a-ab6a-a8b06a8e4bf4,Taino
