_id,language,corpus_id,word_id,occurrences
262a7239-6889-41e5-bd58-c41161fca175,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a7c09aa2-7ce8-412e-88b9-30e98f25f58a,2
61352abe-b4bc-409c-9d64-e35358f2a0ad,es,e293ef3c-db3f-447f-b59d-e0975c327f95,7b3d0e45-1299-4e26-8164-7285ea09a644,1
94f6c853-fab7-488f-8144-d0ad745aa5c5,es,e293ef3c-db3f-447f-b59d-e0975c327f95,db889d4f-dd20-445b-9602-a04a3023f4e7,10
5baea8d8-92e6-46dc-b839-f061fc61bfa2,es,e293ef3c-db3f-447f-b59d-e0975c327f95,4f1959a4-317c-4055-8942-e1ffbcfba414,9
fa7aa54d-a9f0-499e-b614-57b9e734a61c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,0b6db2fa-858a-4be6-b272-a422f3087246,3
8a8a025a-ec34-4add-b477-f5ec7b12403e,es,e293ef3c-db3f-447f-b59d-e0975c327f95,82083d8f-311d-4383-91d5-9b55f20a02cc,1
739aafed-4977-4ae5-b5b2-2c7bdc25bd0d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,03e551c0-790e-458f-9e3e-841febb8adf1,1
1de2aef6-0db1-4e3f-a09c-ba64a6965442,es,e293ef3c-db3f-447f-b59d-e0975c327f95,80542c19-9990-4eb4-a8e8-2bb52332b3a8,1
614e1a28-4736-4151-9e12-78f7eda72708,es,e293ef3c-db3f-447f-b59d-e0975c327f95,01bdde9d-61cd-43e7-bccf-e28cc6092e47,1
56b987cf-3f53-49e9-af5f-46a97c3e385d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,97db22e0-4342-4727-b1e3-ddfca91e076f,1
9e1d73b9-3e7a-49aa-9c43-43135a7de7a9,es,e293ef3c-db3f-447f-b59d-e0975c327f95,b8e076d1-3dc0-45c0-bc47-dc6d0740d37c,1
d8d5337d-18e1-4d89-804a-d6cb3a2969b1,es,e293ef3c-db3f-447f-b59d-e0975c327f95,d15aec24-2194-46cc-a0ce-46ef01294391,1
2725f0d3-8e75-44a1-8c61-b180027c8202,es,e293ef3c-db3f-447f-b59d-e0975c327f95,c3730e60-47df-40ee-af71-76fced9dfb5d,2
756a90d0-944d-4a73-86d0-afcb7f092364,es,e293ef3c-db3f-447f-b59d-e0975c327f95,1787e283-d3d7-452e-8ba6-db49953827de,2
a1cb6cec-4831-4900-9ea3-62ea44f8f358,es,e293ef3c-db3f-447f-b59d-e0975c327f95,5c2195b2-6741-4e0b-9a92-13eaf45dfa27,1
e2a98c0d-627f-42a5-b6d5-7e357e44a191,es,e293ef3c-db3f-447f-b59d-e0975c327f95,06230539-5d9d-4d66-8d2d-16d1418540f4,4
5a6230e2-b92e-48af-b315-8442e148851d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2a83a9b7-c3a5-42c8-81b6-b8f59131f9e5,2
1c516e85-a2e1-4db0-8208-e0e5d2aa3ccf,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9cbf881e-fad0-429f-8352-46e0615ec02c,3
db2390da-1bc1-4b32-b25a-065b02b40afa,es,e293ef3c-db3f-447f-b59d-e0975c327f95,56fccdfb-6e73-430d-83ff-2af1e4da3723,45
3371c46a-beb9-40e4-8424-07b42fc343fc,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ff5250a2-5782-484c-96cb-5f9ea63b1af2,1
589de012-48c6-47ad-87b3-9c5dfc63e89d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,414393dd-8880-4a00-9174-358f7cd2962e,1
a6ffbfdd-1da6-4661-8ceb-520c2d8c563a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a4f0c14e-cfa7-446f-bf05-1853665c34f3,1
4dfc361b-9049-4b22-aa31-b714f08ea204,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2f816f66-6e97-40b7-92ef-81ae6ebb9f0b,2
5135de05-21f0-4c77-863c-ac2087f20680,es,e293ef3c-db3f-447f-b59d-e0975c327f95,3fb951c3-f0bb-40b4-92ca-9f00f7edaec1,1
7c73b9d3-ce0b-475a-aaa5-c6af404c0110,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e790c058-d399-4d24-b5b0-9c1b79958851,3
d285c7ee-b8cf-4288-8c17-8c80bcda9243,es,e293ef3c-db3f-447f-b59d-e0975c327f95,fe10389a-7d60-4614-b985-c4e3a7e4cf05,1
9b371274-aab1-4de0-848a-c24a3ad12e15,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ca72221a-c22f-41ce-b006-ee39a11c7929,1
8f1c0f36-951c-45bc-893a-ec6ad8984ccb,es,e293ef3c-db3f-447f-b59d-e0975c327f95,078bd589-826a-4b53-a349-b751721a464f,1
11101b0b-1fc4-4461-9649-001bf91f9f20,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2b76b7f4-7146-49a0-9da5-f18003f68a1a,10
c2968d41-aa5d-467d-a0bb-5419bcf49498,es,e293ef3c-db3f-447f-b59d-e0975c327f95,80ea5989-962c-48f9-a87c-1ec43ea992e2,1
e67ba71d-24df-4198-9395-08a6960d6c5d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ef7423a6-394c-43b0-b3ef-f737813c72d1,1
eac01b29-30eb-4424-a55d-45bce2052136,es,e293ef3c-db3f-447f-b59d-e0975c327f95,61d70a52-ff28-4d71-8d37-4d331129b5e8,1
9d0a58c7-1bdd-4add-9417-222242fbb294,es,e293ef3c-db3f-447f-b59d-e0975c327f95,b457d1bc-223f-4165-89d5-ab95ffc6bbce,1
19820060-002a-41b6-aa66-a150599b41d6,es,e293ef3c-db3f-447f-b59d-e0975c327f95,6e33764c-68ab-408e-b062-5c8b7bf38cbb,1
047fa2b2-8f69-437a-a89c-bcd0d600dcb9,es,e293ef3c-db3f-447f-b59d-e0975c327f95,90cc7e5f-a27a-44e1-816a-7cfb21ece6d8,1
8c3a192a-d6ec-4f61-9b29-eed29846b7eb,es,e293ef3c-db3f-447f-b59d-e0975c327f95,0fb80b68-3d95-449b-a8fa-0aac4fec6ce5,12
b073325d-c939-440e-bca5-f58de6a9702c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,3a93600d-6f2c-4d2d-adc2-79b33eb9d1c9,2
89a00213-c195-4a2a-8519-28c9c877bbbf,es,e293ef3c-db3f-447f-b59d-e0975c327f95,5cc5a4a7-9a5b-405d-97ad-5c99789dd651,1
7bb8a333-37cf-4db8-8885-c4d9528580d6,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9aab5bf6-2eb0-4b33-8102-6559a50dd4eb,1
bd1e1949-a6a0-4d82-a080-7c22d03e9518,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9b49f8db-a892-4b11-ae18-646175446c36,14
ed36ca0e-a6c5-4df2-8a57-2eadf1f816e9,es,e293ef3c-db3f-447f-b59d-e0975c327f95,7d431b79-0e6c-4a90-b7d1-319562d3f2d9,2
9de728dd-277a-4067-8175-7e8b91d1ae37,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2c18ca58-069f-4f99-ae4b-58d0cb9bf81b,2
4a0c59f0-f562-4042-ab88-acad425fb012,es,e293ef3c-db3f-447f-b59d-e0975c327f95,4fe857a5-c283-4c5e-a34b-f7d3158b1baa,2
2668db2f-02e0-4ce8-9faa-e0ec4dce434e,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e9d36b0a-fa1a-492b-b292-466ab365735a,4
242dfe31-81fb-4d24-9035-9bce070bd6cb,es,e293ef3c-db3f-447f-b59d-e0975c327f95,efa3ad0f-32b6-45fb-bcac-05d3ba44eb21,3
7c8aef2c-57f7-4dc7-975e-3e20922c5bd8,es,e293ef3c-db3f-447f-b59d-e0975c327f95,3cc1be78-a709-423c-a0c3-14d2ed667a94,3
57fc2017-4f3b-43f4-9fce-6341bee13127,es,e293ef3c-db3f-447f-b59d-e0975c327f95,188b341c-485f-42c5-a035-5db1e3e878d7,2
4c73f3d2-b8ec-40de-a337-64d2b1db28fc,es,e293ef3c-db3f-447f-b59d-e0975c327f95,d616e34f-9519-47f8-9aaf-85075f2f5529,2
bfac013a-cda5-4480-b66b-b231f7912508,es,e293ef3c-db3f-447f-b59d-e0975c327f95,461f922b-20ae-4c8e-b720-97786e80fca4,1
4b809dce-3e6a-4bbf-88b7-4fd0d5c71008,es,e293ef3c-db3f-447f-b59d-e0975c327f95,c2848e06-07a8-413d-a2c2-c0a3dc7af65a,2
d7ea2c57-1443-4ec9-ad32-497aa384b598,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e98a0fd4-2881-491c-8846-a305f5af7696,3
b6c74a3c-925f-4611-ba5a-9d7b90d7e42a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f200fa2c-c3a5-4bff-af19-9c82e5f11d3e,1
38dea04d-e418-413a-b30b-aef9c9265ba0,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f3707847-3d79-454c-bc67-35abef375ec8,1
0612d8f7-db29-40c2-8ef7-f2df9f6fe399,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e22d64d5-b8c8-469e-be2e-74cff7e21e0b,1
0bebea2d-18aa-4870-a930-7c26106ff50f,es,e293ef3c-db3f-447f-b59d-e0975c327f95,71a172eb-6fec-4d1f-9294-78605914d3f9,1
958d2842-8479-4426-b07b-67ee0f58d98e,es,e293ef3c-db3f-447f-b59d-e0975c327f95,bd97403f-cf25-42ec-9d8d-1edc0750118c,1
e4f1f3ed-898f-4637-8695-55f64d6a309c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,00999fbf-f646-43aa-a1ad-3a7f8c5e7165,12
d91727ca-f87c-493c-bd86-a768af28cb8e,es,e293ef3c-db3f-447f-b59d-e0975c327f95,b7c5d2d4-548a-42a5-89a7-1039a101bd4c,18
471995db-dd8a-4241-bb46-14871adad188,es,e293ef3c-db3f-447f-b59d-e0975c327f95,1eb084f1-0a15-47dc-a21f-05091eccf4fe,210
9ba78992-dd7a-427f-9421-5e5163d7e57d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,221a8d89-5c67-4a4a-83a2-6823a7004711,2
a5830dd2-134b-4262-8bf0-42eb06e981e3,es,e293ef3c-db3f-447f-b59d-e0975c327f95,860e9246-0fdf-4c9e-a446-021985ed221b,6
50793256-7a18-477e-84af-87468d6be77a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,6f375371-31e5-44c9-8294-55a425acca65,1
74a83f36-c577-4d61-9c77-5560f598f584,es,e293ef3c-db3f-447f-b59d-e0975c327f95,de64b69b-8a69-40e8-9b72-e4ae53740e27,1
90c95f34-8588-40f6-95f4-4a6a5d0252fa,es,e293ef3c-db3f-447f-b59d-e0975c327f95,0b716893-3692-4f22-962c-29678bec5208,1
a41c398a-1c32-4d2f-beff-b9cccddb9be7,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e9e608fb-9798-4548-a723-2e7c88211da4,9
46a3e7f8-4758-4de7-ab09-211d17f46962,es,e293ef3c-db3f-447f-b59d-e0975c327f95,589decd4-bc36-4043-b3d0-bb538e262a9d,1
783ec636-f7af-45c7-bdb8-53b939ffe6d3,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f30537a1-27f8-45f2-aa7c-a505de106958,1
d129774a-6e03-4130-a248-7657c225ca9c,es,e293ef3c-db3f-447f-b59d-e0975c327f95,335740c4-fa0c-4466-8749-baaa2b6a6ffd,2
c26edc14-c0eb-47da-8ea3-4975d81d2057,es,e293ef3c-db3f-447f-b59d-e0975c327f95,fd0770e1-d7eb-4331-bc95-fcdd8757dae2,10
132c8733-e009-40ec-960e-990b9667e8a9,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9663e2ea-d2d2-4458-92ac-d8829b4860ed,1
e080120d-470f-427d-bb14-f2929623709d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ed338646-39ad-4261-a73f-70d28a3af26c,16
a59ec77e-f5d9-498f-86df-a73d9787b8bf,es,e293ef3c-db3f-447f-b59d-e0975c327f95,09d5f4b9-c42a-40ea-99c9-ccd881d1fe18,2
e9873eae-ff96-4e90-9222-60eb53ed5edb,es,e293ef3c-db3f-447f-b59d-e0975c327f95,063e4d18-31f0-4b06-9c63-f27b1066aca6,4
d6d2c707-8bea-4117-8268-576f53020edd,es,e293ef3c-db3f-447f-b59d-e0975c327f95,6e05c853-d5b4-4b70-b491-0128aa03b8a4,1
8898f10d-81ec-4b17-a9e5-ae19a7fe4bcc,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2af00326-df9a-4273-9e8a-72813f752d5c,15
954d4841-01a1-4d28-b76d-d6a54c150199,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9e1f18b0-4189-407d-b577-81fbde6db33e,1
478b13dd-9d51-477b-b4d4-03f7b610a1f4,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f959fba8-2fce-49aa-84ca-408b622c5cde,2
81fa6400-a059-4df5-a2eb-1e6617516b7a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,bbe45655-a24a-4519-b88c-889b4d1be057,13
e5346eac-ff77-46ef-bc0f-1f61dbfcaaec,es,e293ef3c-db3f-447f-b59d-e0975c327f95,8c85a1cb-18f2-44c2-aa21-a2d625bc272c,2
24d78904-0db2-404b-b028-d183963742ac,es,e293ef3c-db3f-447f-b59d-e0975c327f95,616707ed-8b75-42c7-b6c1-41767bdee0c0,2
59f85c7b-7365-48f7-9b0f-394a5bfb51f8,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a3634e2f-8ec8-415f-bf4b-dfda8ccedfcd,1
1a8128a8-2b01-412b-a3e6-062314d0fb9d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,91624f98-5132-44d5-8a9b-c5819cf92493,1
248abc54-a447-4a7e-9c12-4ad90da811ea,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f69b7c37-474f-421a-a4a1-d6032993d67c,15
fcecbdbe-13ca-433d-8e03-0085d4c4233a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ba0b52b7-7771-4836-9187-4974ba63fb09,1
9e0e41bc-ad10-42f8-a96a-58139233bcdf,es,e293ef3c-db3f-447f-b59d-e0975c327f95,fd364c89-43fb-47d9-8c38-012eb03fd06e,1
15fda9e6-d68b-4e42-b489-1c04256a49c1,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9e8929a1-50e8-4eb7-850d-ae4182d30826,14
d758f2de-4e93-47b8-8318-ee2125eb3e9a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e394c00b-ffde-4098-b0db-55f8e978b10b,1
c5fca56b-927a-44fb-b612-024f328d1ea0,es,e293ef3c-db3f-447f-b59d-e0975c327f95,66143f13-3249-4ddb-9f85-bff9630daaaa,1
917dfdd0-4c6b-4b18-9b4c-af1de34fc8d3,es,e293ef3c-db3f-447f-b59d-e0975c327f95,59dcd1fd-9a44-458c-9be1-30f25c156060,1
db580515-c70d-49b0-82b8-65499c855996,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a2381f04-e3d3-4468-b15d-c66cdb610df2,2
35a00763-f45d-4e88-ac3f-400db795ca4d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,4b955809-0962-4ced-8323-1f4fe48c4845,18
a920dc20-244b-47d6-acf5-908696c5275b,es,e293ef3c-db3f-447f-b59d-e0975c327f95,3e6fe3fc-0911-4c46-ada2-b8994fbbc560,1
e5aaf057-faa0-453b-9d10-4ce92b1b4956,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e26a522e-14f6-4811-bcc1-02617c49ce56,1
74738488-a219-4770-8d32-6f2d85d35059,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ce46fee2-e1dc-419e-a8c9-1d269fe3b335,1
9d6d3598-88ef-45a3-8c89-36fbca2e06e3,es,e293ef3c-db3f-447f-b59d-e0975c327f95,edadd7c3-a22a-4d0f-8560-642a56995162,1
48273f0f-95a6-4892-b0ed-1d58afec98ea,es,e293ef3c-db3f-447f-b59d-e0975c327f95,adb4dc1b-8d4b-468b-9874-b689849842c6,1
7fd52917-35de-412f-bc41-a6e7cfbf0a77,es,e293ef3c-db3f-447f-b59d-e0975c327f95,6dbb0993-e9f0-4480-ab64-7476e27452fb,3
6490e0af-a634-41c7-861b-88b6b70cf876,es,e293ef3c-db3f-447f-b59d-e0975c327f95,d3117fa3-27cd-4427-bd09-d07cb36ec0bd,4
1bb34671-23b8-4b8a-9b1c-b8e98d9e2d40,es,e293ef3c-db3f-447f-b59d-e0975c327f95,cdc58134-e195-4974-84cb-4687572d6f24,1
740f482a-350b-4cff-9c2a-b723b4abbefd,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ff4b0087-84b0-4b2b-95aa-d0868b962ad9,10
c5c66ed2-6fd9-4d97-85a7-20e140858097,es,e293ef3c-db3f-447f-b59d-e0975c327f95,1b5e6964-59bc-499a-b60b-0dabecba33d7,1
7494ece0-d454-48b6-9796-3ad77f5f7529,es,e293ef3c-db3f-447f-b59d-e0975c327f95,04562a85-2009-47e6-8a92-116a95d6033a,1
8b0b22b2-e910-4fa3-a4f0-37513f80dead,es,e293ef3c-db3f-447f-b59d-e0975c327f95,4e673f26-5eef-4df1-88ce-091ec6851297,1
75c5d68e-c1c6-4dc2-9242-f0f3b0c00a09,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9ea42084-6ceb-470d-afb5-575c905acff5,1
25273f6e-0629-4e6b-bdb6-c89cbe395fac,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a16ca465-89ae-4e79-b9b4-027bd9edf088,7
4e573076-57db-4d3f-bd03-7e1057283ee9,es,e293ef3c-db3f-447f-b59d-e0975c327f95,b3126459-8215-461d-9387-21ea331ec8ac,3
eea05f94-9fc0-44d1-892d-777b37374de5,es,e293ef3c-db3f-447f-b59d-e0975c327f95,635c0f82-e41e-4246-997c-ad6964206bf2,3
7bcae498-2366-4f9a-b454-03e3fded3526,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9d3332b3-2ef9-4272-a499-d4aadd99d731,1
0e638d78-37ae-4d4f-bd46-32e4b74a9763,es,e293ef3c-db3f-447f-b59d-e0975c327f95,29cc8a3a-f750-4e15-bf5a-d562af4c8bbb,1
243ed6ed-5114-451d-b59c-3694bed7e8fd,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ef742781-c131-473e-8529-8d840215917f,1
98a8b94a-cda9-4d93-bf18-a76ecaff1e9d,es,e293ef3c-db3f-447f-b59d-e0975c327f95,817dc017-ffc6-40fc-a754-e875093e670f,2
747ee953-f3e9-440d-a717-bb7f978e57ef,es,e293ef3c-db3f-447f-b59d-e0975c327f95,2a16fbc3-6d17-4804-a593-3f575007e724,1
fac48c28-fc95-4d25-8f23-577dabe58935,es,e293ef3c-db3f-447f-b59d-e0975c327f95,c33963b2-d7a0-4725-ba65-ddc23ec35ef1,1
56b6b70d-7d8e-4fde-979a-66b71060fffe,es,e293ef3c-db3f-447f-b59d-e0975c327f95,ddb7621a-55ba-4eb3-9e9d-c00dee7219e1,1
2a20b840-7e66-49fb-8957-e968b2805dbf,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a1533cbc-684d-498a-916b-8100cb1dad57,5
8b9499a3-6303-4d5b-b321-59008c1f921a,es,e293ef3c-db3f-447f-b59d-e0975c327f95,fb001407-4993-4c2b-9e69-bf50c51e7532,1
8ffdbf40-0159-4cc9-931d-cc75ad7bbb8f,es,e293ef3c-db3f-447f-b59d-e0975c327f95,947f704d-bc1d-49bc-8199-d78f1508f020,5
9b37f08a-81f5-421e-897e-bdc329c084b6,es,e293ef3c-db3f-447f-b59d-e0975c327f95,b507bcf6-413e-4894-bb48-7b6801565ef8,1
d4576a45-915e-4c57-8826-9831567fc200,es,e293ef3c-db3f-447f-b59d-e0975c327f95,392194bf-225a-40a0-9ad7-f933cc77e2e6,2
4ba6b6ac-a5a6-486e-bbee-6b399a9b4e71,es,e293ef3c-db3f-447f-b59d-e0975c327f95,49be79ad-0bb6-42ad-8ccc-4de2ec9ed169,1
7973e209-522f-4933-b73a-db3877b27d4e,es,e293ef3c-db3f-447f-b59d-e0975c327f95,a6315b36-652a-416e-9d65-7acf1809cbaa,1
428a4874-f704-4a13-bc1a-1691f7b4acf5,es,e293ef3c-db3f-447f-b59d-e0975c327f95,f017d799-13ae-441c-b396-d73ddc86d330,1
75239aaf-a1b3-4b4e-a7dc-800c58353ce8,es,e293ef3c-db3f-447f-b59d-e0975c327f95,8bf3006d-7744-4d79-acdc-5c78f8ecf559,2
16685d21-4b3a-455a-9823-f46cd70f7d05,es,e293ef3c-db3f-447f-b59d-e0975c327f95,24da8a0b-bc98-4f92-8df9-be69c0610d16,1
3900f80f-4d09-4581-88d2-54c845101a07,es,e293ef3c-db3f-447f-b59d-e0975c327f95,de5cb003-34eb-4255-b9dc-c5e9420baf18,1
3bbe5194-785e-40f0-b91f-f98b83d06d52,es,e293ef3c-db3f-447f-b59d-e0975c327f95,600cdc95-3d62-446c-9121-44df2bdccf4a,1
84134c8e-8a28-4996-840e-d1dad0f1fd83,es,e293ef3c-db3f-447f-b59d-e0975c327f95,9785aca4-39b7-4eb8-933b-27f02df98604,1
df3e08f6-b96d-4d6e-bc15-687a3822f161,es,e293ef3c-db3f-447f-b59d-e0975c327f95,e8dfef4b-a7de-46a9-b7c4-3839c7298349,2
40d3fcb8-820e-442d-a703-c3d375cb5984,es,e293ef3c-db3f-447f-b59d-e0975c327f95,fc97191a-0276-4afb-84c1-4aeca439585f,1
a5c40816-57b7-413f-8fb0-2581e018d2f4,es,e293ef3c-db3f-447f-b59d-e0975c327f95,bbfe248e-18a1-446e-891c-73bf1376b047,2
2ffb8fb6-5f12-41e0-ac58-e7a65e4cf6c1,es,e293ef3c-db3f-447f-b59d-e0975c327f95,d9e5971e-6889-4d5e-8aa3-dfe2aec96c3a,1
